0.91162,0.91553,0.9209,0.90869,0.90576,0.91748,0.90918,0.92139,0.9043,0.90234,0.89111,0.91846,0.90088,0.91064,0.91797,0.89111,0.90869,0.89746,0.90479,0.89404,0.89746,0.91504,0.91357,0.90576,0.90479,0.88281,0.88379,0.90381,0.88428,0.92139,0.92383,0.9126,0.89746,0.92529,0.91943,0.91797,0.91699,0.91602,0.8999,0.92236,0.91113,0.90234,0.91113,0.91357,0.91406
-0.34131,-0.34033,-0.33838,-0.33789,-0.33984,-0.33203,-0.34619,-0.34424,-0.34424,-0.34131,-0.33887,-0.34863,-0.33594,-0.34912,-0.34326,-0.3374,-0.3208,-0.33154,-0.33594,-0.36914,-0.37451,-0.3667,-0.35059,-0.34131,-0.3418,-0.33789,-0.3501,-0.35889,-0.35986,-0.35059,-0.34131,-0.36084,-0.34814,-0.3667,-0.34131,-0.3418,-0.33936,-0.32617,-0.30713,-0.3252,-0.30957,-0.33838,-0.32861,-0.31641,-0.31494
-0.13281,-0.1377,-0.13818,-0.13965,-0.1333,-0.13623,-0.12939,-0.146,-0.14941,-0.14893,-0.125,-0.125,-0.12744,-0.14502,-0.16406,-0.15674,-0.1582,-0.14844,-0.16016,-0.16016,-0.1416,-0.14941,-0.13916,-0.13623,-0.15137,-0.1626,-0.15869,-0.15771,-0.14404,-0.13184,-0.13477,-0.1377,-0.14404,-0.13135,-0.14941,-0.1377,-0.14404,-0.13281,-0.13477,-0.11768,-0.15039,-0.15625,-0.15771,-0.1333,-0.13379
0.86963,0.87256,0.87646,0.87256,0.87793,0.89111,0.94092,1.0532,1.0151,0.5459,0.29932,-0.10693,-0.31445,-0.39941,-0.49414,-0.53613,-0.65479,-0.75732,-0.9248,-0.85742,-0.82227,-0.81445,-0.79443,-0.84131,-0.84668,-0.83496,-0.85352,-0.72607,-0.5835,-0.55615,-0.46826,-0.46338,0.0097656,0.13477,0.72559,1.0894,1.1323,0.92725,0.94385,0.94971,0.91846,0.90088,0.90576,0.92334,0.92236
0.43408,0.42773,0.42969,0.42969,0.43848,0.43555,0.49854,0.67432,1.0127,1.0591,0.98193,0.80029,0.67676,0.70313,0.67773,0.64063,0.63379,0.6626,0.6958,0.56104,0.4502,0.44922,0.44189,0.43506,0.45605,0.45508,0.4751,0.50342,0.50195,0.53809,0.70654,0.69336,0.86572,0.87354,0.98486,0.88135,0.6748,0.6582,0.38477,0.34521,0.32666,0.32959,0.35205,0.33643,0.35742
-0.15625,-0.16602,-0.17627,-0.16846,-0.16797,-0.17285,-0.22705,-0.16895,0.054688,0.15918,0.17725,0.14844,0.18359,0.17236,0.080078,0.043457,-0.080566,-0.061523,-0.0073242,0.034668,0.0058594,-0.015137,-0.06543,-0.13672,-0.12842,-0.10498,-0.10938,-0.09375,-0.0068359,0.099609,0.26172,0.23486,0.30225,0.069336,0.13672,0.10596,-0.0083008,-0.19189,-0.24512,-0.23926,-0.18604,-0.17383,-0.15625,-0.15088,-0.13721
-1,0,-1,-1,0,0,1,0,0,-1,-2,0,1,-2,-2,0,-2,0,0,-1,-1,-2,-1,0,-2,-1,0,-1,-1,-1,0,-1,-2,1,-1,0,0,-1,0,-1,0,1,0,1,-1
-1,-1,-2,-1,-2,-2,0,-2,1,-3,-2,0,-1,-2,-2,-2,-1,-1,-1,-2,-2,0,0,-2,1,-1,-2,-2,-1,-1,3,-1,-1,0,1,-3,-1,-3,1,0,1,0,-1,-2,-1
-3,-5,-3,-3,5,-3,-3,0,2,-3,-3,-1,-1,1,-4,-1,-3,-2,-1,-6,-1,3,1,-3,-1,5,-6,0,-2,-1,14,-4,-1,7,-2,2,-2,-5,6,-5,3,8,0,-7,-1
-2,-3,-3,-3,1,-2,-3,0,0,-3,-2,-1,-1,-1,-2,-2,1,2,-3,-5,0,-1,1,-3,-2,1,1,-1,0,-1,3,-2,-1,1,-2,-1,0,-3,3,-2,0,1,-1,-2,-1
-1,-3,-3,-2,-2,-1,-1,-3,1,-2,-1,1,-1,-2,-2,-1,-2,1,0,-2,-1,1,0,-1,-1,-2,-1,1,0,-1,1,0,-1,-1,-1,0,0,-1,-1,-1,-2,-1,0,0,0
-2,-2,-1,0,-1,-2,1,0,-1,-1,0,-1,-1,-1,0,-1,0,0,1,-1,1,-1,-1,-2,0,0,-1,0,-2,-3,0,-1,-2,1,-1,0,-1,-1,-1,-1,-1,0,0,-2,-1
0,-1,-1,0,0,-2,-1,-1,-1,-1,-1,1,-1,-1,-2,0,-1,-1,1,0,0,-3,-2,-1,-1,-1,0,-1,-1,-2,1,-1,0,0,0,0,0,-1,0,0,0,0,0,-2,0
0,-2,-1,-1,0,0,-1,2,1,-1,1,-2,-2,-1,-1,0,0,0,0,-1,-1,-1,0,-1,-2,-2,-2,-1,-1,-1,-1,0,-1,1,-1,-2,-2,-1,-1,0,-1,1,0,0,-1
-1,-2,0,-1,-2,-3,-2,3,-3,-4,9,4,-2,-28,-17,-6,-33,32,-32,-9,7,0,-6,-13,5,-14,26,-18,-9,4,-2,-3,2,32,-6,-9,-6,-1,2,-2,-2,-1,0,-3,-1
0,0,-1,0,-4,0,-1,7,-1,1,8,10,-2,-21,-11,-6,-42,2,-22,2,3,3,4,-10,-4,-21,17,-4,-6,1,-3,-2,-1,35,-4,-11,-6,0,1,2,-2,0,0,-1,-2
1,-1,0,-1,-1,-1,1,0,-4,-5,3,10,4,-12,-5,6,-16,-2,-12,-2,-2,-6,1,0,-3,-7,12,-10,0,-4,0,-2,-1,13,-2,-6,-4,2,1,-2,0,-2,-2,-1,-1
0,-1,1,0,0,0,-1,-11,-12,-5,-9,2,-4,-11,6,4,-6,0,-25,-14,-4,-11,-6,-5,-7,0,9,-8,-1,-1,-4,3,-3,7,-2,-7,0,3,-2,1,-6,-2,-4,-3,-3
-1,-2,3,4,4,-1,0,-2,-19,-11,-4,2,-5,-3,5,-2,-3,3,-16,-4,9,2,1,-3,-3,-1,6,-5,-3,0,-6,4,-3,3,-1,-10,5,22,-3,1,-8,-11,-4,-4,-1
0,-3,-1,-1,-2,-2,-2,-3,-7,-3,0,-1,6,-1,2,0,-2,-6,-8,2,2,3,1,-2,-6,-1,3,-7,-2,-1,1,-5,-2,1,1,-4,7,3,2,6,-4,-5,-2,-2,0
1,-4,0,1,-1,-1,-1,1,-3,3,-2,1,2,-2,3,-6,-5,-4,-5,1,-1,0,0,0,-4,-1,2,-5,-1,-2,1,-7,0,0,2,-9,3,1,1,7,-7,-7,-6,-7,4
1,-2,0,0,-1,-1,-2,-3,-2,2,1,6,-1,-6,-3,-2,-7,1,-7,-2,-1,0,0,-2,0,0,8,-6,-1,-5,-1,-2,0,6,-4,-5,2,8,-7,3,-10,-7,-7,-16,5
-0.875,-2.3125,-2.4375,-1.125,2.1875,2.6875,1.0625,0.9375,-1,-9.25,-12.25,-8.75,-11.063,-14.625,-7.375,1.625,6.125,7.625,7.8125,-1.5625,-2.6875,0.625,2.9375,-1.1875,-0.0625,-0.3125,2.1875,8.25,5.125,15.688,15.563,6.875,2.8125,-0.125,-2.5625,-8.4375,-9.5,-10.125,4.5625,-6,0.4375,-3.0625,2.25,1.875,2.1875
-0.875,-2.3125,-2.4375,-1.125,2.1875,2.6875,1.0625,0.9375,-1,-9.25,-12.25,-8.75,-11.063,-14.625,-7.375,1.625,6.125,7.625,7.8125,-1.5625,-2.6875,0.625,2.9375,-1.1875,-0.0625,-0.3125,2.1875,8.25,5.125,15.688,15.563,6.875,2.8125,-0.125,-2.5625,-8.4375,-9.5,-10.125,4.5625,-6,0.4375,-3.0625,2.25,1.875,2.1875
-0.875,-2.3125,-2.4375,-1.125,2.1875,2.6875,1.0625,0.9375,-1,-9.25,-12.25,-8.75,-11.063,-14.625,-7.375,1.625,6.125,7.625,7.8125,-1.5625,-2.6875,0.625,2.9375,-1.1875,-0.0625,-0.3125,2.1875,8.25,5.125,15.688,15.563,6.875,2.8125,-0.125,-2.5625,-8.4375,-9.5,-10.125,4.5625,-6,0.4375,-3.0625,2.25,1.875,2.1875
-0.0625,1.8125,0.6875,-0.875,0.4375,-1.5,-16,-8.3125,-3,-21.625,-44.5,-26.813,-19.813,0.3125,-0.625,-2.4375,7.5625,30.75,33.25,40.25,22,11.375,-7.3125,-5.3125,-1.1875,3.5625,2.75,13.875,13.438,20,-9.9375,22.438,5.125,40.188,51.25,54.813,99.813,45.688,21.813,-15.125,13.875,13.375,12.938,20.188,9.375
-0.0625,1.8125,0.6875,-0.875,0.4375,-1.5,-16,-8.3125,-3,-21.625,-44.5,-26.813,-19.813,0.3125,-0.625,-2.4375,7.5625,30.75,33.25,40.25,22,11.375,-7.3125,-5.3125,-1.1875,3.5625,2.75,13.875,13.438,20,-9.9375,22.438,5.125,40.188,51.25,54.813,99.813,45.688,21.813,-15.125,13.875,13.375,12.938,20.188,9.375
-0.0625,1.8125,0.6875,-0.875,0.4375,-1.5,-16,-8.3125,-3,-21.625,-44.5,-26.813,-19.813,0.3125,-0.625,-2.4375,7.5625,30.75,33.25,40.25,22,11.375,-7.3125,-5.3125,-1.1875,3.5625,2.75,13.875,13.438,20,-9.9375,22.438,5.125,40.188,51.25,54.813,99.813,45.688,21.813,-15.125,13.875,13.375,12.938,20.188,9.375
1.8263,1.8236,1.8197,1.8136,1.8145,1.8157,1.8142,1.8093,1.8006,1.7772,1.7447,1.7242,1.7247,1.7382,1.7556,1.7919,1.8137,1.8209,1.8209,1.7836,1.7424,1.7097,1.7182,1.7453,1.7851,1.8021,1.8062,1.8031,1.7861,1.7911,1.8033,1.8083,1.8036,1.7885,1.7805,1.7764,1.7717,1.7688,1.7775,1.7803,1.7792,1.7783,1.7718,1.7712,1.7693
